
LOCATION TABLE
(1, 'Almora')
(2, 'Bageshwar')
(3, 'Chamoli')
(4, 'Champawat')
(5, 'Dehradun')
(6, 'Haridwar')
(7, 'Nainital')
(8, 'Pauri Garhwal')
(9, 'Pithoragarh')
(10, 'Rudraprayag')
(11, 'Tehri Garhwal')
(12, 'Udham Singh Nagar')
(13, 'Uttarkashi')

SECTOR TABLE
(1, 'Tourism and Hospitality')
(2, 'Research in Science and Technology')
(3, 'Retail')
(4, 'Services')
(5, 'Recruitement, Staffing and HR')
(6, 'Real Estate')
(7, 'Advertising, Marketing and Sales')
(8, 'Engineering')
(9, 'Textile')
(10, 'Other')
(11, 'Advertising, Marketing & Sales')
(12, 'FMCG')
(13, 'Recruitment, Staffing & HR')
(14, 'Healthcare')
(15, 'Construction')
(16, 'Aviation')
(17, 'IT')
(18, 'Manufacturing')
(19, 'Pharmaceutical')
(20, 'Banking, Accounting & Financial Services')
(21, 'Oil and Gas')
(22, 'Media and Entertainment')
(23, 'Automobiles And Auto Components')
(24, 'Infrastructure')
(25, 'Power')
(26, 'Gems and Jewellery')
(27, 'Telecommunications')
(28, 'Recruitment, Staffing and HR')
(29, 'Ecommerce')
(30, 'Education and Training')
(31, 'Agriculture')
(32, 'Textiles')

JOB TABLE
(1081, 1, 7, 2027, 1, 1)
(530, 1, 1, 2024, 5, 1)
(525, 1, 24, 2022, 11, 1)
(800, 7, 17, 2028, 4, 0)
(505, 1, 30, 2010, 2, 0)
(506, 1, 22, 2011, 11, 0)
(507, 1, 22, 2012, 4, 0)
(508, 1, 10, 2012, 12, 0)
(509, 1, 1, 2013, 12, 0)
(510, 1, 31, 2013, 4, 0)
(511, 1, 27, 2013, 3, 0)
(512, 1, 4, 2014, 8, 0)
(513, 1, 10, 2014, 7, 0)
(514, 1, 11, 2015, 12, 0)
(515, 1, 12, 2016, 12, 0)
(516, 1, 30, 2016, 9, 0)
(517, 1, 7, 2016, 7, 0)
(518, 1, 10, 2017, 10, 0)
(519, 1, 17, 2017, 8, 0)
(536, 1, 18, 2027, 4, 1)
(537, 1, 25, 2028, 5, 1)
(539, 1, 11, 2028, 7, 1)
(541, 1, 10, 2029, 11, 1)
(544, 1, 7, 2030, 6, 1)
(793, 7, 30, 2024, 6, 1)
(524, 1, 3, 2021, 7, 1)
(526, 1, 2, 2022, 2, 1)
(1083, 1, 32, 2028, 7, 1)
(1084, 1, 6, 2029, 10, 1)
(556, 2, 4, 2016, 1, 0)
(550, 2, 21, 2013, 11, 0)
(533, 1, 22, 2026, 9, 0)
(534, 1, 1, 2026, 2, 0)
(535, 1, 11, 2026, 11, 0)
(538, 1, 4, 2028, 10, 0)
(540, 1, 24, 2029, 8, 0)
(542, 1, 8, 2029, 4, 0)
(543, 1, 15, 2030, 7, 0)
(545, 2, 14, 2010, 10, 0)
(546, 2, 20, 2010, 8, 0)
(547, 2, 6, 2011, 7, 0)
(548, 2, 30, 2011, 7, 0)
(549, 2, 1, 2012, 1, 0)
(551, 2, 30, 2013, 8, 0)
(552, 2, 9, 2014, 2, 0)
(553, 2, 29, 2014, 12, 0)
(554, 2, 1, 2015, 5, 0)
(555, 2, 11, 2015, 3, 0)
(557, 2, 15, 2016, 5, 0)
(804, 7, 28, 2030, 8, 0)
(794, 7, 1, 2025, 10, 0)
(795, 7, 4, 2025, 7, 0)
(520, 1, 4, 2017, 5, 0)
(521, 1, 24, 2018, 2, 0)
(522, 1, 20, 2019, 7, 0)
(523, 1, 10, 2020, 3, 0)
(1082, 1, 25, 2027, 8, 0)
(1085, 1, 7, 2029, 6, 1)
(527, 1, 26, 2022, 7, 1)
(566, 2, 18, 2021, 11, 1)
(567, 2, 27, 2021, 2, 1)
(569, 2, 26, 2023, 7, 1)
(528, 1, 32, 2023, 12, 0)
(574, 2, 18, 2026, 3, 0)
(558, 2, 6, 2016, 4, 0)
(559, 2, 22, 2017, 6, 0)
(560, 2, 17, 2018, 3, 0)
(561, 2, 4, 2019, 9, 0)
(562, 2, 12, 2020, 4, 0)
(563, 2, 30, 2020, 7, 0)
(564, 2, 9, 2020, 8, 0)
(565, 2, 22, 2021, 8, 0)
(568, 2, 22, 2022, 3, 0)
(570, 2, 14, 2023, 4, 0)
(1087, 1, 18, 2030, 8, 1)
(797, 7, 1, 2027, 12, 1)
(531, 1, 18, 2025, 3, 1)
(532, 1, 28, 2025, 1, 1)
(803, 7, 4, 2029, 11, 1)
(1086, 1, 7, 2029, 5, 0)
(1088, 2, 4, 2021, 3, 0)
(571, 2, 17, 2024, 11, 0)
(796, 7, 24, 2026, 12, 0)
(798, 7, 24, 2027, 5, 0)
(799, 7, 17, 2027, 4, 0)
(805, 7, 12, 2030, 9, 0)
(806, 8, 20, 2010, 12, 0)
(807, 8, 18, 2011, 8, 0)
(808, 8, 18, 2011, 12, 0)
(529, 1, 12, 2023, 9, 0)
(801, 7, 17, 2028, 9, 0)
(802, 7, 4, 2029, 1, 0)
(809, 8, 25, 2011, 9, 0)
(1089, 2, 4, 2021, 2, 1)
(1094, 2, 13, 2024, 1, 1)
(1095, 2, 10, 2024, 4, 1)
(1097, 2, 13, 2025, 3, 1)
(1098, 2, 12, 2026, 2, 1)
(1099, 2, 17, 2026, 11, 1)
(810, 8, 8, 2012, 6, 0)
(811, 8, 11, 2012, 11, 0)
(812, 8, 26, 2012, 9, 0)
(813, 8, 16, 2013, 4, 0)
(814, 8, 6, 2013, 11, 0)
(1090, 2, 27, 2022, 8, 0)
(1091, 2, 27, 2023, 7, 0)
(1092, 2, 7, 2023, 5, 0)
(1093, 2, 30, 2023, 3, 0)
(1096, 2, 15, 2025, 2, 0)
(617, 3, 4, 2025, 5, 0)
(611, 3, 10, 2022, 9, 1)
(592, 3, 17, 2014, 2, 0)
(593, 3, 24, 2014, 9, 0)
(594, 3, 20, 2015, 7, 0)
(595, 3, 10, 2015, 5, 0)
(596, 3, 15, 2015, 5, 0)
(598, 3, 28, 2016, 3, 0)
(599, 3, 17, 2017, 9, 0)
(600, 3, 11, 2018, 2, 0)
(601, 3, 24, 2018, 7, 0)
(602, 3, 30, 2018, 6, 0)
(603, 3, 10, 2019, 12, 0)
(604, 3, 30, 2019, 9, 0)
(605, 3, 20, 2020, 10, 0)
(606, 3, 7, 2020, 12, 0)
(607, 3, 12, 2020, 8, 0)
(608, 3, 27, 2021, 10, 0)
(597, 3, 30, 2016, 6, 0)
(591, 3, 3, 2014, 12, 0)
(572, 2, 4, 2025, 10, 0)
(576, 2, 4, 2027, 7, 0)
(577, 2, 8, 2027, 6, 0)
(578, 2, 19, 2027, 2, 0)
(579, 2, 17, 2028, 3, 0)
(580, 2, 32, 2028, 1, 0)
(1100, 2, 20, 2027, 7, 0)
(584, 3, 15, 2010, 8, 0)
(585, 3, 4, 2010, 12, 0)
(613, 3, 17, 2023, 11, 0)
(614, 3, 11, 2024, 3, 0)
(615, 3, 16, 2024, 7, 0)
(616, 3, 30, 2024, 10, 0)
(618, 3, 7, 2026, 6, 0)
(619, 3, 4, 2026, 9, 0)
(620, 3, 6, 2027, 4, 0)
(627, 3, 1, 2029, 2, 0)
(628, 3, 3, 2030, 8, 0)
(629, 3, 2, 2030, 9, 0)
(631, 4, 22, 2010, 10, 0)
(632, 4, 12, 2011, 12, 0)
(819, 8, 5, 2016, 8, 0)
(586, 3, 17, 2010, 7, 0)
(587, 3, 22, 2011, 4, 0)
(588, 3, 7, 2012, 6, 0)
(589, 3, 5, 2013, 8, 0)
(590, 3, 26, 2013, 6, 0)
(815, 8, 18, 2014, 5, 0)
(816, 8, 17, 2015, 2, 0)
(817, 8, 5, 2015, 5, 0)
(818, 8, 17, 2015, 8, 0)
(820, 8, 8, 2016, 8, 0)
(821, 8, 23, 2016, 7, 0)
(633, 4, 17, 2011, 6, 0)
(634, 4, 26, 2011, 12, 0)
(635, 4, 22, 2012, 4, 0)
(636, 4, 11, 2012, 12, 0)
(637, 4, 4, 2013, 8, 0)
(638, 4, 1, 2014, 8, 0)
(639, 4, 24, 2014, 6, 0)
(640, 4, 17, 2014, 3, 0)
(609, 3, 9, 2021, 9, 1)
(610, 3, 4, 2021, 7, 1)
(573, 2, 4, 2025, 8, 1)
(575, 2, 7, 2026, 1, 1)
(581, 2, 17, 2028, 7, 1)
(582, 2, 4, 2029, 12, 1)
(583, 2, 30, 2030, 3, 1)
(612, 3, 4, 2022, 4, 1)
(641, 4, 22, 2015, 1, 0)
(642, 4, 11, 2015, 10, 0)
(643, 4, 8, 2016, 8, 0)
(644, 4, 18, 2016, 10, 0)
(645, 4, 4, 2016, 2, 0)
(646, 4, 4, 2017, 2, 0)
(647, 4, 8, 2017, 5, 0)
(648, 4, 18, 2018, 11, 0)
(649, 4, 18, 2019, 12, 0)
(650, 4, 12, 2019, 11, 0)
(651, 4, 18, 2019, 2, 0)
(652, 4, 25, 2020, 12, 0)
(621, 3, 27, 2027, 5, 1)
(622, 3, 24, 2027, 12, 1)
(623, 3, 8, 2028, 1, 1)
(624, 3, 4, 2028, 12, 1)
(625, 3, 18, 2029, 2, 1)
(626, 3, 11, 2029, 11, 1)
(630, 3, 20, 2030, 9, 1)
(1101, 2, 17, 2027, 7, 1)
(1102, 2, 7, 2028, 11, 1)
(1103, 2, 10, 2029, 11, 1)
(1104, 2, 18, 2030, 9, 0)
(1105, 2, 18, 2030, 3, 0)
(654, 4, 20, 2021, 1, 1)
(657, 4, 17, 2023, 11, 1)
(658, 4, 30, 2024, 12, 1)
(659, 4, 32, 2025, 7, 1)
(663, 4, 30, 2026, 1, 1)
(664, 4, 11, 2027, 11, 1)
(665, 4, 4, 2027, 3, 1)
(666, 4, 4, 2028, 6, 1)
(667, 4, 19, 2028, 7, 1)
(668, 4, 23, 2028, 9, 1)
(671, 4, 10, 2029, 10, 1)
(672, 4, 8, 2030, 3, 1)
(653, 4, 16, 2020, 12, 0)
(655, 4, 32, 2022, 2, 0)
(656, 4, 15, 2023, 5, 0)
(660, 4, 18, 2025, 8, 0)
(661, 4, 18, 2025, 1, 0)
(662, 4, 19, 2026, 3, 0)
(669, 4, 24, 2029, 4, 0)
(670, 4, 20, 2029, 9, 0)
(1107, 3, 7, 2021, 8, 1)
(1106, 2, 6, 2030, 11, 1)
(1110, 3, 6, 2023, 12, 1)
(829, 8, 22, 2021, 8, 1)
(830, 8, 12, 2022, 2, 1)
(832, 8, 32, 2022, 11, 1)
(833, 8, 30, 2023, 12, 1)
(834, 8, 22, 2024, 3, 1)
(835, 8, 3, 2025, 1, 1)
(838, 8, 9, 2027, 6, 1)
(673, 4, 4, 2030, 5, 1)
(837, 8, 18, 2026, 4, 0)
(825, 8, 25, 2018, 4, 0)
(822, 8, 4, 2017, 11, 0)
(823, 8, 17, 2017, 3, 0)
(1108, 3, 4, 2022, 6, 0)
(1109, 3, 22, 2022, 2, 0)
(824, 8, 22, 2018, 9, 0)
(826, 8, 17, 2019, 4, 0)
(827, 8, 19, 2020, 1, 0)
(828, 8, 17, 2021, 8, 0)
(831, 8, 1, 2022, 11, 0)
(836, 8, 13, 2025, 1, 0)
(839, 8, 22, 2027, 10, 0)
(1111, 3, 7, 2023, 9, 1)
(841, 8, 7, 2028, 5, 1)
(842, 8, 18, 2029, 4, 1)
(844, 8, 6, 2030, 5, 1)
(698, 5, 24, 2021, 5, 1)
(700, 5, 18, 2022, 8, 1)
(701, 5, 6, 2022, 2, 1)
(702, 5, 1, 2023, 2, 1)
(703, 5, 30, 2023, 2, 1)
(704, 5, 13, 2024, 12, 1)
(1112, 3, 19, 2023, 3, 1)
(1113, 3, 29, 2024, 7, 1)
(674, 5, 24, 2010, 11, 0)
(675, 5, 4, 2010, 11, 0)
(840, 8, 20, 2028, 12, 0)
(843, 8, 20, 2030, 1, 0)
(845, 9, 7, 2010, 7, 0)
(846, 9, 23, 2010, 4, 0)
(693, 5, 8, 2018, 4, 0)
(694, 5, 3, 2019, 3, 0)
(695, 5, 21, 2019, 1, 0)
(696, 5, 20, 2020, 8, 0)
(697, 5, 4, 2020, 4, 0)
(699, 5, 3, 2021, 10, 0)
(1114, 3, 17, 2024, 2, 0)
(713, 5, 1, 2028, 6, 1)
(1115, 3, 17, 2024, 9, 1)
(676, 5, 22, 2010, 6, 0)
(677, 5, 22, 2011, 9, 0)
(678, 5, 22, 2011, 11, 0)
(679, 5, 26, 2012, 1, 0)
(680, 5, 17, 2013, 9, 0)
(681, 5, 12, 2013, 7, 0)
